"cluster","cluster_size","browns"
1,18,9.18018064630435e-10
2,3,4.63073919681289e-13
3,3,0.216414141176434
4,2,1.49310826306699e-18
5,2,0.980414908332521
6,2,0.111135101345161
7,2,6.29659091420987e-06
