"cluster","cluster_size","browns"
1,7,0.0526286966066051
2,3,0.52966741853734
3,3,0.341119441581697
4,2,0.0217306344737101
5,2,3.58947986616428e-13
6,2,0.132705675402835
7,2,6.29659091420987e-06
