Id,Cluster
1,4
2,1
3,1
4,1
5,5
6,1
7,1
8,1
9,6
10,2
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,3
20,1
21,1
22,7
23,4
24,1
25,1
26,5
27,6
28,2
29,2
30,3
31,3
32,7
